42
0,0.264091,-0.140898,-0,-1.69399,2.98452,0.0318262,0.256964,-0.125467,-0.00299456,-1.71539,2.89749,
0.0341546,0.236152,-0.163479,0.105158,-1.62382,2.86779,0.136131,0.186935,-0.132467,-0.0530825,-1.51294,2.70015,
0.0683093,0.208214,-0.186061,0.210316,-1.55366,2.75106,0.262536,0.166513,-0.168407,-0.046735,-1.34142,2.48449,
0.102464,0.180275,-0.208642,0.315474,-1.48349,2.63433,0.392225,0.189097,-0.219198,0.01034,-1.22715,2.25514,
0.136619,0.152337,-0.231223,0.420631,-1.41332,2.5176,0.507621,0.243585,-0.2751,0.0981949,-1.18199,2.03551,
0.170773,0.124398,-0.253805,0.525789,-1.34316,2.40087,0.599629,0.317658,-0.331092,0.190572,-1.19857,1.85398,
0.204928,0.0964596,-0.276386,0.630947,-1.27299,2.28414,0.667831,0.40013,-0.385707,0.271933,-1.25726,1.72583,
0.239083,0.068521,-0.298968,0.736105,-1.20283,2.16742,0.716743,0.481121,-0.438514,0.341619,-1.33699,1.65048,
0.273237,0.0405824,-0.321549,0.841263,-1.13266,2.05069,0.752451,0.550928,-0.487187,0.406864,-1.42101,1.61952,
0.307392,0.0126439,-0.34413,0.946421,-1.06249,1.93396,0.780707,0.59915,-0.525811,0.476313,-1.49749,1.62315,
0.341546,-0.0152947,-0.366712,1.05158,-0.992327,1.81723,0.805962,0.615387,-0.546462,0.557063,-1.55782,1.65182,
0.375701,-0.0432333,-0.389293,1.15674,-0.922161,1.7005,0.83077,0.592307,-0.545434,0.653596,-1.59377,1.69434,
0.409856,-0.0711719,-0.411874,1.26189,-0.851995,1.58377,0.85525,0.530306,-0.532049,0.767723,-1.59561,1.7338,
0.44401,-0.0991104,-0.434456,1.36705,-0.781828,1.46704,0.876281,0.442054,-0.535388,0.901035,-1.55429,1.74345,
0.478165,-0.127049,-0.457037,1.47221,-0.711662,1.35031,0.885879,0.359404,-0.611756,1.06299,-1.46808,1.68327,
0.469806,-0.124826,-0.437122,1.51874,-0.728156,1.32579,0.953194,0.29509,-0.595488,1.17388,-1.48623,1.57445,
0.461447,-0.122603,-0.417206,1.56528,-0.744651,1.30128,1.01499,0.24939,-0.607166,1.278,-1.51456,1.46566,
0.453088,-0.12038,-0.397291,1.61181,-0.761145,1.27676,1.06981,0.218168,-0.638191,1.37394,-1.55216,1.36109,
0.444729,-0.118156,-0.377375,1.65835,-0.777639,1.25225,1.1164,0.197888,-0.681831,1.46159,-1.59669,1.26309,
0.43637,-0.115933,-0.35746,1.70488,-0.794134,1.22773,1.15372,0.185329,-0.732373,1.54194,-1.64538,1.1727,
0.428011,-0.11371,-0.337544,1.75142,-0.810628,1.20322,1.18089,0.17747,-0.784639,1.61678,-1.6956,1.09021,
0.419652,-0.111487,-0.317629,1.79795,-0.827123,1.1787,1.19707,0.171415,-0.833658,1.68836,-1.74498,1.01564,
0.411293,-0.109264,-0.297713,1.84449,-0.843617,1.15419,1.20152,0.164394,-0.874546,1.75924,-1.79134,0.948999,
0.402934,-0.10704,-0.277798,1.89102,-0.860111,1.12967,1.19349,0.153953,-0.902794,1.83195,-1.83256,0.89019,
0.394575,-0.104817,-0.257882,1.93756,-0.876606,1.10516,1.17238,0.138442,-0.915138,1.90862,-1.86662,0.838562,
0.386216,-0.102594,-0.237967,1.98409,-0.8931,1.08064,1.13784,0.117602,-0.910651,1.99037,-1.89185,0.792278,
0.377857,-0.100371,-0.218051,2.03063,-0.909594,1.05613,1.09008,0.0927542,-0.891108,2.07683,-1.90741,0.748192,
