44
0,0.264091,-0.140898,-0,-1.69399,2.98452,0.0318262,0.256964,-0.125467,-0.00299456,-1.71539,2.89749,
0.123246,-0.039117,-0.0466887,0.148835,-1.18018,2.75649,0.0325944,0.253366,-0.11365,-0.0256267,-1.67025,2.8272,
0.302366,-0.0331012,-0.489424,0.778389,-0.595647,2.00095,0.0333625,0.249768,-0.101832,-0.0482589,-1.6251,2.7569,
0.293381,-0.00436109,-0.458606,0.74645,-0.627748,2.03393,0.216735,-0.207827,0.174687,0.202866,-1.08315,2.49485,
0.284392,0.0243886,-0.427778,0.714502,-0.659861,2.06693,0.597211,-0.342941,-0.093141,1.07785,-0.751468,1.44904,
0.218609,0.00881307,-0.399872,0.681483,-0.687326,2.10721,-0.0729883,-0.416432,-0.0632003,-1.21722,-0.319217,3.12773,
-0.0426045,0.164041,0.0966626,-0.398802,-1.58865,1.81008,-0.0487951,-0.384016,-0.0612576,-1.18218,-0.29844,3.06535,
-0.0112921,0.164365,0.113939,-0.36251,-1.58824,1.66572,-0.771421,0.330238,-0.519085,-1.16366,-1.96991,2.28902,
-0.296345,1.1589,-1.11029,-1.13387,-2.00498,0.870723,-0.734738,0.351252,-0.509453,-1.12835,-1.92083,2.23857,
-0.26045,0.674519,-0.306569,-1.18437,-1.96079,0.59559,-0.725697,0.372066,-0.497485,-1.16313,-1.91654,2.16359,
-0.173018,0.31218,0.141644,-1.07207,-1.74686,0.539212,-0.713377,0.400431,-0.481174,-1.21054,-1.91069,2.06139,
-0.0358459,0.045406,0.342984,-0.934199,-1.42674,0.547784,-0.701057,0.428797,-0.464863,-1.25795,-1.90484,1.9592,
0.13249,-0.112749,0.365443,-0.830677,-1.03996,0.545184,-0.688737,0.457162,-0.448553,-1.30536,-1.89899,1.857,
0.284424,-0.156192,0.265046,-0.787015,-0.664677,0.539401,-0.676417,0.485528,-0.432242,-1.35277,-1.89314,1.75481,
0.378122,-0.119265,0.0982091,-0.917937,-0.358502,0.6736,-0.664097,0.513893,-0.415931,-1.40018,-1.88728,1.65262,
0.40352,-0.0406431,-0.0954937,-1.70978,-0.213086,1.45609,-0.651776,0.542258,-0.399621,-1.44759,-1.88143,1.55042,
0.371011,0.0585273,-0.296127,-2.40703,-0.355096,2.14196,-0.639456,0.570624,-0.38331,-1.495,-1.87558,1.44823,
0.296167,0.174254,-0.501145,-2.50634,-0.592501,2.23357,-0.627136,0.598989,-0.367,-1.54241,-1.86973,1.34603,
0.195122,0.318416,-0.730137,-2.4626,-0.856123,2.19207,-0.614816,0.627355,-0.350689,-1.58982,-1.86388,1.24384,
0.0846001,0.549313,-1.08842,-2.39323,-1.16424,2.16312,-0.602534,0.655632,-0.334429,-1.63708,-1.85805,1.14196,
0.11999,0.492682,-1.08639,-2.51023,-1.08613,2.28318,-0.580967,0.532861,-0.351178,-1.68193,-1.59656,1.32298,
0.155381,0.436051,-1.08436,-2.62722,-1.00802,2.40325,-0.534836,0.458256,-0.474171,-1.83418,-1.35266,1.60026,
0.190901,0.379212,-1.08232,-2.74465,-0.929631,2.52375,-0.453869,0.513973,-0.82067,-2.16174,-1.22764,2.03287,
0.0389305,0.365504,-1.04454,-2.45061,-1.03285,2.33141,-0.433393,0.525835,-0.843358,-2.23708,-1.17711,2.01787,
