26
0.00458238,0.240803,-0.161446,-1.68851e-08,-1.65016,2.97994,-0.0597067,0.243877,-0.161259,-2.89064e-05,-1.65971,2.97995,
0.165818,0.483983,-0.505427,-0.0301046,-1.64588,2.44927,-0.00877874,0.237416,-0.188821,-0.0522647,-1.62534,2.75841,
0.115685,0.415012,-0.465605,0.0350058,-1.63532,2.40176,0.0271825,0.437464,-0.403958,-0.184183,-1.68256,2.79113,
0.0652937,0.345686,-0.425577,0.100452,-1.62471,2.354,0.0462144,0.698246,-0.760176,-0.313733,-1.64409,2.84864,
0.136881,0.138584,-0.129133,-0.0426292,-1.54061,2.14721,0.124359,0.737261,-0.763676,-0.163676,-1.55573,2.61877,
0.267727,0.0463309,0.0585586,-0.0508703,-1.49594,1.84305,0.202503,0.776275,-0.767175,-0.0136198,-1.46737,2.38891,
0.401466,0.0820664,0.132093,0.0535827,-1.55553,1.54017,0.280647,0.81529,-0.770675,0.136437,-1.37902,2.15904,
0.485707,0.213209,0.0743492,0.201319,-1.68997,1.34691,0.358791,0.854305,-0.774175,0.286493,-1.29066,1.92918,
0.515579,0.361175,-0.0883374,0.365169,-1.80857,1.28152,0.436936,0.89332,-0.777675,0.43655,-1.2023,1.69931,
0.506235,0.449617,-0.278805,0.55205,-1.86302,1.31215,0.51508,0.932335,-0.781175,0.586606,-1.11394,1.46944,
0.458823,0.419696,-0.392661,0.776765,-1.84368,1.41805,0.593224,0.97135,-0.784675,0.736663,-1.02559,1.23958,
0.336263,0.251897,-0.372323,1.05214,-1.7045,1.58009,0.671368,1.01037,-0.788174,0.886719,-0.937228,1.00971,
0.014606,0.0395446,-0.310782,1.40841,-1.30625,1.70696,0.749512,1.04938,-0.791674,1.03678,-0.84887,0.779846,
-0.455072,0.0185224,-0.372772,1.88591,-0.786537,1.58665,0.808434,1.0788,-0.794313,1.14992,-0.782247,0.606524,
-0.2174,0.306807,-0.659999,1.72968,-1.21102,1.28681,0.804727,1.16623,-0.836703,1.18662,-0.863225,0.656844,
-0.157587,0.323814,-0.684073,1.7036,-1.28421,1.23386,0.795946,0.641606,-0.206797,1.31074,-0.716032,0.632334,
-0.0977731,0.340822,-0.708146,1.67753,-1.35741,1.18091,0.738441,0.315853,0.0584673,1.56543,-0.568527,0.328494,
-0.0379373,0.357836,-0.732229,1.65144,-1.43064,1.12793,0.634365,0.0793908,0.188727,1.93344,-0.479719,-0.156697,
-0.0467548,0.358873,-0.758422,1.78392,-1.41406,1.02321,0.59187,0.0304791,0.308197,1.82954,-0.485588,-0.100743,
-0.0555723,0.359911,-0.784614,1.9164,-1.39748,0.918482,0.520512,-0.0292585,0.427129,1.71844,-0.45613,-0.0574075,
-0.0643898,0.360949,-0.810807,2.04888,-1.38091,0.813757,0.414043,-0.0942643,0.534123,1.58892,-0.38575,-0.0199025,
-0.0732073,0.361987,-0.837,2.18135,-1.36433,0.709033,0.266622,-0.153877,0.615306,1.40378,-0.268138,0.0484599,
-0.0820248,0.363025,-0.863193,2.31383,-1.34775,0.604308,0.0790254,-0.190895,0.654736,0.86063,-0.113149,0.455927,
-0.0908423,0.364063,-0.889386,2.44631,-1.33117,0.499583,-0.133002,-0.18584,0.637189,-1.10117,-0.150788,2.27541,
-0.0996598,0.3651,-0.915578,2.57879,-1.3146,0.394859,-0.339708,-0.127979,0.552488,-1.51375,-0.364783,2.55432,
-0.108477,0.366138,-0.941771,2.71127,-1.29802,0.290134,-0.513974,-0.0205247,0.396654,-1.69129,-0.57763,2.62172,
